Date,Nationality,Pending further review,Pending initial decision (6 months or less),Pending initial decision (more than 6 months)
2020-12-31,Jordan,10,35,75
2020-12-31,Kazakhstan,12,4,41
2020-12-31,Kenya,30,53,272
2020-12-31,Korea (North),7,3,16
2020-12-31,Korea (South),2,,
2020-12-31,Kosovo,8,10,39
2020-12-31,Kuwait,15,207,232
2020-12-31,Kyrgyzstan,13,4,10
2020-12-31,Latvia,1,,1
2020-12-31,Lebanon,16,34,109
2020-12-31,Liberia,4,10,16
2020-12-31,Libya,16,292,508
2020-12-31,Lithuania,2,,1
2020-12-31,Malawi,12,13,56
2020-12-31,Malaysia,30,57,294
2020-12-31,Mali,1,24,25
2020-12-31,Mauritius,9,6,94
2020-12-31,Mexico,2,15,33
2020-12-31,Mongolia,10,7,43
2020-12-31,Morocco,19,65,226
2020-12-31,Mozambique,4,1,1
2020-12-31,Namibia,61,105,562
2020-12-31,Nepal,24,45,267
2020-12-31,Nicaragua,6,17,49
2020-12-31,Niger,1,3,8
2020-12-31,Nigeria,321,453,1649
2020-12-31,Occupied Palestinian Territories,43,156,236
2020-12-31,Oman,3,12,7
2020-12-31,Pakistan,352,709,3180
2020-12-31,Philippines,13,112,250
2020-12-31,Poland,1,1,1
2020-12-31,Refugee,8,31,126
2020-12-31,Romania,2,1,5
2020-12-31,Russia,33,216,345
2020-12-31,Rwanda,12,9,19
2020-12-31,Saudi Arabia,5,14,129
2020-12-31,Senegal,5,14,40
2020-12-31,Sierra Leone,23,70,206
2020-12-31,Slovakia,1,,
2020-12-31,Somalia,67,174,433
2020-12-31,South Africa,20,25,98
2020-12-31,Spain,1,,
2020-12-31,Sri Lanka,230,150,1206
2020-12-31,St. Lucia,3,11,23
2020-12-31,St. Vincent and the Grenadines,1,7,13
2020-12-31,Stateless,41,612,864
2020-12-31,Sudan,65,1163,1052
2020-12-31,Sudan (South),2,21,27
2020-12-31,Syria,26,1022,1183
2020-12-31,Tajikistan,1,1,4
2020-12-31,Tanzania,13,16,61
2020-12-31,Thailand,3,23,66
2020-12-31,Togo,10,10,14
2020-12-31,Trinidad and Tobago,10,11,85
2020-12-31,Tunisia,4,16,55
2020-12-31,Turkey,88,505,1000
2020-12-31,Uganda,22,55,220
2020-12-31,Ukraine,53,49,126
2020-12-31,United States,7,34,62
2020-12-31,Uzbekistan,1,12,45
2020-12-31,Venezuela,4,7,30
2020-12-31,Vietnam,128,446,2372
2020-12-31,Yemen,29,265,310
2020-12-31,Zambia,2,6,41
2020-12-31,Zimbabwe,111,50,306
2020-12-31,Antigua and Barbuda,,1,15
2020-12-31,Armenia,,4,9
2020-12-31,Australia,,1,1
2020-12-31,Bahrain,,1,7
2020-12-31,Barbados,,4,5
2020-12-31,Belize,,1,2
2020-12-31,Benin,,7,14
2020-12-31,Canada,,7,4
2020-12-31,Chile,,1,13
2020-12-31,Djibouti,,2,2
2020-12-31,Dominica,,1,20
2020-12-31,East Timor,,1,1
2020-12-31,Ecuador,,5,11
2020-12-31,Equatorial Guinea,,1,3
2020-12-31,Gabon,,8,2
2020-12-31,Grenada,,10,28
2020-12-31,Guatemala,,6,11
2020-12-31,Guinea-Bissau,,3,5
2020-12-31,Laos,,1,2
2020-12-31,Macedonia,,4,6
2020-12-31,Maldives,,2,5
2020-12-31,Mauritania,,5,2
2020-12-31,Netherlands,,1,
2020-12-31,Other and unknown,,3,61
2020-12-31,Peru,,1,5
2020-12-31,Qatar,,3,10
2020-12-31,Serbia,,1,2
2020-12-31,Singapore,,6,3
2020-12-31,St. Kitts and Nevis,,2,11
2020-12-31,Sweden,,2,1
2020-12-31,Taiwan,,1,4
2020-12-31,Turkmenistan,,10,16
2020-12-31,United Arab Emirates,,5,8
2020-12-31,Vanuatu,,1,
2020-12-31,American Samoa,,,5
2020-12-31,Austria,,,1
2020-12-31,"Bahamas, The",,,1
2020-12-31,Bhutan,,,1
2020-12-31,Comoros,,,2
2020-12-31,Costa Rica,,,4
2020-12-31,Cyprus,,,1
2020-12-31,Cyprus (Northern part of),,,6
2020-12-31,Czech Republic,,,1
2020-12-31,Denmark,,,1
2020-12-31,Fiji,,,1
2020-12-31,France,,,1
2020-12-31,Guyana,,,9
2020-12-31,Haiti,,,10
2020-12-31,Japan,,,6
2020-12-31,Lesotho,,,2
2020-12-31,Macau,,,4
2020-12-31,Moldova,,,2
2020-12-31,Norway,,,1
2020-12-31,Paraguay,,,1
2020-12-31,Portugal,,,1
2020-12-31,Seychelles,,,5
2020-12-31,Surinam,,,1
2020-12-31,Swaziland,,,3
2020-12-31,Western Sahara,,,2
2021-03-31,Afghanistan,236,661,2220
2021-03-31,Albania,219,2009,6865
2021-03-31,Algeria,47,62,279
2021-03-31,Angola,17,21,112
2021-03-31,Antigua and Barbuda,6,1,9
2021-03-31,Azerbaijan,6,9,33
2021-03-31,Bangladesh,159,388,2050
2021-03-31,Belarus,1,28,18
2021-03-31,Bosnia and Herzegovina,1,,5
2021-03-31,Botswana,3,22,69
2021-03-31,Brazil,6,98,124
2021-03-31,British overseas citizens,7,2,29
2021-03-31,Burma,4,5,47
2021-03-31,Burundi,1,,14
2021-03-31,Cameroon,29,70,285
2021-03-31,Chad,5,22,132
2021-03-31,Chile,1,2,12
2021-03-31,China,85,368,1621
2021-03-31,Colombia,5,7,41
2021-03-31,Congo,4,8,43
2021-03-31,Congo (Democratic Republic),24,20,152
2021-03-31,Cuba,1,3,13
2021-03-31,Czech Republic,1,,
2021-03-31,Egypt,61,157,449
2021-03-31,El Salvador,66,651,764
2021-03-31,Eritrea,39,1099,1949
2021-03-31,Ethiopia,69,134,440
2021-03-31,"Gambia, The",12,57,161
2021-03-31,Georgia,14,67,227
2021-03-31,Ghana,34,56,298
2021-03-31,Guinea,4,26,92
2021-03-31,Honduras,15,167,206
2021-03-31,Hong Kong,2,59,38
2021-03-31,India,114,432,1696
2021-03-31,Iran,201,1749,4212
2021-03-31,Iraq,528,1150,4189
2021-03-31,Israel,4,5,9
2021-03-31,Italy,1,,2
2021-03-31,Ivory Coast,7,15,77
2021-03-31,Jamaica,18,27,165
2021-03-31,Jordan,3,14,86
2021-03-31,Kazakhstan,5,5,40
2021-03-31,Kenya,23,41,277
2021-03-31,Korea (North),6,3,14
2021-03-31,Korea (South),1,,
2021-03-31,Kosovo,7,18,37
2021-03-31,Kuwait,9,157,279
2021-03-31,Kyrgyzstan,8,3,8
2021-03-31,Latvia,1,,1
2021-03-31,Lebanon,8,36,119
2021-03-31,Liberia,2,11,14
2021-03-31,Libya,14,298,494
2021-03-31,Lithuania,2,,1
2021-03-31,Malawi,3,2,60
2021-03-31,Malaysia,11,56,282
2021-03-31,Mauritius,8,6,88
2021-03-31,Mexico,2,4,38
2021-03-31,Mongolia,10,6,39
2021-03-31,Morocco,11,59,237
2021-03-31,Mozambique,3,,2
2021-03-31,Namibia,28,122,542
2021-03-31,Nepal,14,62,259
2021-03-31,Netherlands,1,,
2021-03-31,Nicaragua,5,26,47
2021-03-31,Niger,1,,11
2021-03-31,Nigeria,181,519,1740
2021-03-31,Occupied Palestinian Territories,28,85,292
2021-03-31,Oman,2,10,10
2021-03-31,Pakistan,257,754,3247
2021-03-31,Philippines,18,124,281
2021-03-31,Refugee,7,25,141
2021-03-31,Russia,33,160,401
2021-03-31,Rwanda,3,8,26
2021-03-31,Saudi Arabia,1,15,122
2021-03-31,Senegal,2,13,45
2021-03-31,Sierra Leone,21,35,231
2021-03-31,Somalia,50,143,454
2021-03-31,South Africa,17,23,93
2021-03-31,Spain,1,,
2021-03-31,Sri Lanka,161,157,1191
2021-03-31,St. Lucia,2,10,25
2021-03-31,St. Vincent and the Grenadines,2,7,13
2021-03-31,Stateless,23,285,1074
2021-03-31,Sudan,19,617,1522
2021-03-31,Sudan (South),1,11,41
2021-03-31,Syria,12,914,1420
2021-03-31,Tanzania,6,16,63
2021-03-31,Thailand,6,19,74
2021-03-31,Togo,7,3,23
2021-03-31,Trinidad and Tobago,5,9,87
2021-03-31,Tunisia,4,13,59
2021-03-31,Turkey,48,395,1158
2021-03-31,Uganda,14,50,218
2021-03-31,Ukraine,54,83,111
2021-03-31,United States,3,38,65
2021-03-31,Uzbekistan,1,13,47
2021-03-31,Venezuela,4,5,32
2021-03-31,Vietnam,70,564,2411
2021-03-31,Yemen,4,189,377
2021-03-31,Zambia,1,8,40
2021-03-31,Zimbabwe,85,47,311
2021-03-31,Argentina,,6,14
2021-03-31,Armenia,,3,6
2021-03-31,Bahrain,,1,6
2021-03-31,Barbados,,9,8
2021-03-31,Belize,,1,2
2021-03-31,Benin,,8,17
2021-03-31,Bolivia,,3,15
2021-03-31,Burkina,,1,11
2021-03-31,Canada,,3,8
2021-03-31,Central African Republic,,1,9
2021-03-31,Cyprus,,1,1
2021-03-31,Djibouti,,2,1
2021-03-31,Dominica,,4,17
2021-03-31,Dominican Republic,,1,
2021-03-31,East Timor,,1,1
2021-03-31,Ecuador,,6,11
2021-03-31,Equatorial Guinea,,6,3
2021-03-31,Fiji,,1,1
2021-03-31,Gabon,,1,9
2021-03-31,Grenada,,10,30
2021-03-31,Guatemala,,3,10
2021-03-31,Indonesia,,14,70
2021-03-31,Laos,,1,2
2021-03-31,Macedonia,,2,9
2021-03-31,Maldives,,2,2
2021-03-31,Mali,,12,37
2021-03-31,Mauritania,,2,6
2021-03-31,Other and unknown,,5,63
2021-03-31,Peru,,3,5
2021-03-31,Poland,,2,1
2021-03-31,Qatar,,4,10
2021-03-31,Romania,,1,6
2021-03-31,San Marino,,1,
2021-03-31,Serbia,,1,1
2021-03-31,Singapore,,5,4
2021-03-31,Tajikistan,,2,4
2021-03-31,Turkmenistan,,14,16
2021-03-31,United Arab Emirates,,4,7
2021-03-31,Western Sahara,,1,3
2021-03-31,American Samoa,,,5
2021-03-31,Australia,,,2
2021-03-31,"Bahamas, The",,,1
2021-03-31,Bhutan,,,1
2021-03-31,Comoros,,,2
2021-03-31,Costa Rica,,,4
2021-03-31,Cyprus (Northern part of),,,6
2021-03-31,Denmark,,,1
2021-03-31,France,,,1
2021-03-31,Germany,,,1
2021-03-31,Guinea-Bissau,,,8
2021-03-31,Guyana,,,9
2021-03-31,Haiti,,,10
2021-03-31,Japan,,,6
2021-03-31,Lesotho,,,1
2021-03-31,Macau,,,3
2021-03-31,Moldova,,,2
2021-03-31,Paraguay,,,1
2021-03-31,Portugal,,,1
2021-03-31,Seychelles,,,1
2021-03-31,St. Kitts and Nevis,,,13
2021-03-31,Surinam,,,1
2021-03-31,Swaziland,,,3
2021-03-31,Sweden,,,2
2021-03-31,Taiwan,,,5
2021-03-31,Vanuatu,,,1
2021-06-30,Afghanistan,149,710,2354
2021-06-30,Albania,65,1988,7594
2021-06-30,Algeria,29,70,287
2021-06-30,Angola,2,16,119
2021-06-30,Austria,1,,
2021-06-30,Bangladesh,42,384,2127
2021-06-30,Benin,1,5,20
2021-06-30,Bosnia and Herzegovina,1,,2
2021-06-30,Botswana,2,17,72
2021-06-30,Brazil,6,61,166
2021-06-30,British overseas citizens,7,3,29
2021-06-30,Burma,5,13,45
2021-06-30,Burundi,1,,13
2021-06-30,Cameroon,18,53,298
2021-06-30,Chad,1,19,141
2021-06-30,China,65,300,1753
2021-06-30,Colombia,5,6,44
2021-06-30,Congo,4,3,45
2021-06-30,Congo (Democratic Republic),9,9,160
2021-06-30,Cyprus (Northern part of),1,,5
2021-06-30,Dominica,2,5,16
2021-06-30,Egypt,26,164,474
2021-06-30,El Salvador,19,362,1167
2021-06-30,Eritrea,14,1480,2228
2021-06-30,Ethiopia,22,220,472
2021-06-30,"Gambia, The",9,42,181
2021-06-30,Georgia,3,32,270
2021-06-30,Ghana,24,43,309
2021-06-30,Grenada,4,5,26
2021-06-30,Guinea,4,15,98
2021-06-30,Honduras,5,162,291
2021-06-30,India,46,402,1761
2021-06-30,Iran,132,1818,4484
2021-06-30,Iraq,195,1335,4272
2021-06-30,Ivory Coast,6,10,84
2021-06-30,Jamaica,12,16,168
2021-06-30,Jordan,5,10,85
2021-06-30,Kazakhstan,2,14,34
2021-06-30,Kenya,10,43,282
2021-06-30,Korea (North),2,1,16
2021-06-30,Kosovo,5,17,41
2021-06-30,Kuwait,11,146,352
2021-06-30,Lebanon,3,28,124
2021-06-30,Liberia,1,1,23
2021-06-30,Libya,28,217,557
2021-06-30,Malawi,10,2,58
2021-06-30,Malaysia,2,57,298
2021-06-30,Maldives,2,,2
2021-06-30,Mali,3,1,48
2021-06-30,Mauritius,2,4,85
2021-06-30,Mexico,4,14,37
2021-06-30,Mongolia,2,6,43
2021-06-30,Morocco,13,53,254
2021-06-30,Namibia,6,57,592
2021-06-30,Nepal,5,54,271
2021-06-30,Niger,2,1,11
2021-06-30,Nigeria,82,547,1884
2021-06-30,Norway,1,,
2021-06-30,Occupied Palestinian Territories,14,61,323
2021-06-30,Pakistan,254,594,3391
2021-06-30,Philippines,8,138,337
2021-06-30,Refugee,2,18,142
2021-06-30,Russia,4,102,493
2021-06-30,Rwanda,1,7,26
2021-06-30,Senegal,1,8,52
2021-06-30,Sierra Leone,9,27,239
2021-06-30,Somalia,26,115,493
2021-06-30,South Africa,9,15,98
2021-06-30,Spain,1,,
2021-06-30,Sri Lanka,122,136,1220
2021-06-30,Stateless,15,413,1105
2021-06-30,Sudan,12,854,1634
2021-06-30,Sudan (South),1,36,45
2021-06-30,Syria,9,1072,1583
2021-06-30,Tanzania,2,9,73
2021-06-30,Togo,1,2,24
2021-06-30,Trinidad and Tobago,3,8,88
2021-06-30,Tunisia,2,18,63
2021-06-30,Turkey,43,384,1256
2021-06-30,Uganda,15,41,219
2021-06-30,Ukraine,4,66,130
2021-06-30,Vietnam,45,1168,2427
2021-06-30,Yemen,3,177,420
2021-06-30,Zimbabwe,92,37,318
2021-06-30,Argentina,,4,16
2021-06-30,Azerbaijan,,14,37
2021-06-30,Barbados,,7,7
2021-06-30,Belarus,,18,28
2021-06-30,Belize,,1,3
2021-06-30,Bolivia,,1,16
2021-06-30,Canada,,4,10
2021-06-30,Central African Republic,,4,10
2021-06-30,Chile,,1,12
2021-06-30,Costa Rica,,1,4
2021-06-30,Ecuador,,1,15
2021-06-30,Equatorial Guinea,,5,4
2021-06-30,Fiji,,1,1
2021-06-30,France,,1,1
2021-06-30,Greece,,1,1
2021-06-30,Guatemala,,4,12
2021-06-30,Haiti,,1,10
2021-06-30,Hong Kong,,65,55
2021-06-30,Hungary,,2,
2021-06-30,Indonesia,,6,82
2021-06-30,Latvia,,1,1
2021-06-30,Lithuania,,1,1
2021-06-30,Macedonia,,1,10
2021-06-30,Mauritania,,1,7
2021-06-30,Mozambique,,1,2
2021-06-30,Nicaragua,,32,50
2021-06-30,Oman,,5,18
2021-06-30,Other and unknown,,3,77
2021-06-30,Peru,,3,5
2021-06-30,Poland,,3,2
2021-06-30,Qatar,,2,5
2021-06-30,Romania,,2,6
2021-06-30,San Marino,,1,
2021-06-30,Saudi Arabia,,26,120
2021-06-30,St. Kitts and Nevis,,1,13
2021-06-30,St. Lucia,,6,31
2021-06-30,St. Vincent and the Grenadines,,9,13
2021-06-30,Taiwan,,1,5
2021-06-30,Thailand,,19,82
2021-06-30,Turkmenistan,,7,24
2021-06-30,United Arab Emirates,,2,10
2021-06-30,United States,,21,80
2021-06-30,Uruguay,,2,
2021-06-30,Uzbekistan,,8,50
2021-06-30,Vanuatu,,1,1
2021-06-30,Venezuela,,8,30
2021-06-30,Western Sahara,,1,3
2021-06-30,Zambia,,8,44
2021-06-30,American Samoa,,,5
2021-06-30,Antigua and Barbuda,,,9
2021-06-30,Armenia,,,8
2021-06-30,Australia,,,2
2021-06-30,"Bahamas, The",,,1
2021-06-30,Bahrain,,,4
2021-06-30,Bhutan,,,1
2021-06-30,Bulgaria,,,1
2021-06-30,Burkina,,,12
2021-06-30,Comoros,,,2
2021-06-30,Cuba,,,15
2021-06-30,Cyprus,,,1
2021-06-30,Djibouti,,,3
2021-06-30,East Timor,,,2
2021-06-30,Gabon,,,10
2021-06-30,Germany,,,1
2021-06-30,Guinea-Bissau,,,8
2021-06-30,Guyana,,,4
2021-06-30,Israel,,,14
2021-06-30,Japan,,,6
2021-06-30,Kyrgyzstan,,,11
2021-06-30,Laos,,,3
2021-06-30,Lesotho,,,1
2021-06-30,Macau,,,3
2021-06-30,Moldova,,,2
2021-06-30,Paraguay,,,1
2021-06-30,Portugal,,,1
2021-06-30,Serbia,,,2
2021-06-30,Seychelles,,,1
2021-06-30,Singapore,,,9
2021-06-30,Surinam,,,1
2021-06-30,Swaziland,,,3
2021-06-30,Sweden,,,2
2021-06-30,Tajikistan,,,6
2021-09-30,Afghanistan,263,1506,2470
2021-09-30,Albania,261,2103,8346
2021-09-30,Algeria,44,109,297
2021-09-30,Angola,22,12,129
2021-09-30,Argentina,4,1,15
2021-09-30,Azerbaijan,4,26,36
2021-09-30,Bangladesh,228,471,2191
2021-09-30,Bosnia and Herzegovina,1,,2
2021-09-30,Botswana,2,8,80
2021-09-30,Brazil,10,51,180
2021-09-30,British overseas citizens,9,2,26
2021-09-30,Burkina,1,1,11
2021-09-30,Burma,4,31,42
2021-09-30,Burundi,1,,10
2021-09-30,Cameroon,36,42,291
2021-09-30,Central African Republic,2,4,9
2021-09-30,Chad,3,49,129
2021-09-30,Chile,3,,10
2021-09-30,China,76,245,1875
2021-09-30,Colombia,9,4,47
2021-09-30,Congo,2,,45
2021-09-30,Congo (Democratic Republic),38,11,158
2021-09-30,Cuba,2,,12
2021-09-30,Dominican Republic,2,,
2021-09-30,Egypt,79,247,500
2021-09-30,El Salvador,112,514,1213
2021-09-30,Eritrea,43,3531,2246
2021-09-30,Ethiopia,96,559,501
2021-09-30,"Gambia, The",13,35,204
2021-09-30,Georgia,27,230,268
2021-09-30,Germany,1,,1
2021-09-30,Ghana,20,48,329
2021-09-30,Grenada,9,7,27
2021-09-30,Guinea,8,21,108
2021-09-30,Honduras,16,214,329
2021-09-30,Hong Kong,4,54,64
2021-09-30,India,140,447,1817
2021-09-30,Indonesia,1,6,78
2021-09-30,Iran,232,4586,4525
2021-09-30,Iraq,670,2834,4585
2021-09-30,Israel,1,3,12
2021-09-30,Ivory Coast,7,12,83
2021-09-30,Jamaica,24,13,170
2021-09-30,Jordan,9,21,85
2021-09-30,Kazakhstan,3,19,32
2021-09-30,Kenya,29,32,291
2021-09-30,Korea (North),4,,17
2021-09-30,Korea (South),1,,
2021-09-30,Kosovo,7,9,48
2021-09-30,Kuwait,12,513,331
2021-09-30,Kyrgyzstan,5,1,8
2021-09-30,Latvia,2,,1
2021-09-30,Lebanon,21,18,135
2021-09-30,Liberia,2,2,23
2021-09-30,Libya,16,231,613
2021-09-30,Lithuania,1,1,1
2021-09-30,Macau,2,2,2
2021-09-30,Malawi,11,5,57
2021-09-30,Malaysia,16,58,306
2021-09-30,Mali,4,12,44
2021-09-30,Mauritius,5,2,80
2021-09-30,Mexico,6,24,32
2021-09-30,Mongolia,13,8,43
2021-09-30,Morocco,23,69,257
2021-09-30,Namibia,61,36,613
2021-09-30,Nepal,27,69,284
2021-09-30,Nicaragua,3,48,63
2021-09-30,Nigeria,218,493,2085
2021-09-30,Occupied Palestinian Territories,38,138,320
2021-09-30,Oman,1,4,19
2021-09-30,Pakistan,334,496,3493
2021-09-30,Philippines,22,132,390
2021-09-30,Poland,3,1,4
2021-09-30,Refugee,13,15,144
2021-09-30,Romania,2,4,6
2021-09-30,Russia,29,139,490
2021-09-30,Rwanda,4,1,31
2021-09-30,Saudi Arabia,3,62,113
2021-09-30,Senegal,3,8,55
2021-09-30,Sierra Leone,27,20,243
2021-09-30,Singapore,1,,9
2021-09-30,Somalia,55,343,485
2021-09-30,South Africa,7,11,98
2021-09-30,Spain,1,,
2021-09-30,Sri Lanka,167,151,1234
2021-09-30,St. Kitts and Nevis,3,1,13
2021-09-30,St. Vincent and the Grenadines,3,8,17
2021-09-30,Stateless,37,652,1075
2021-09-30,Sudan,33,1424,1636
2021-09-30,Sudan (South),1,59,49
2021-09-30,Syria,16,1680,1682
2021-09-30,Tajikistan,1,3,5
2021-09-30,Tanzania,8,3,75
2021-09-30,Thailand,4,16,88
2021-09-30,Togo,5,,26
2021-09-30,Trinidad and Tobago,19,22,90
2021-09-30,Tunisia,5,22,67
2021-09-30,Turkey,73,403,1257
2021-09-30,Uganda,21,23,217
2021-09-30,Ukraine,51,32,165
2021-09-30,United States,6,24,90
2021-09-30,Uzbekistan,2,2,56
2021-09-30,Venezuela,1,5,28
2021-09-30,Vietnam,111,1245,2520
2021-09-30,Western Sahara,1,1,3
2021-09-30,Yemen,20,220,457
2021-09-30,Zimbabwe,100,31,324
2021-09-30,Andorra,,1,
2021-09-30,Armenia,,1,7
2021-09-30,Bahrain,,2,4
2021-09-30,Barbados,,2,13
2021-09-30,Belarus,,4,43
2021-09-30,Belize,,1,2
2021-09-30,Benin,,4,24
2021-09-30,Bhutan,,1,1
2021-09-30,Bolivia,,2,18
2021-09-30,Canada,,5,11
2021-09-30,Costa Rica,,2,4
2021-09-30,Czech Republic,,1,
2021-09-30,Djibouti,,3,3
2021-09-30,Dominica,,1,20
2021-09-30,Ecuador,,1,15
2021-09-30,Greece,,1,
2021-09-30,Guatemala,,11,13
2021-09-30,Guinea-Bissau,,1,8
2021-09-30,Guyana,,1,4
2021-09-30,Haiti,,1,10
2021-09-30,Hungary,,2,
2021-09-30,Malta,,1,
2021-09-30,Mauritania,,2,7
2021-09-30,Moldova,,1,2
2021-09-30,Mozambique,,2,2
2021-09-30,New Zealand,,1,
2021-09-30,Niger,,4,9
2021-09-30,Other and unknown,,10,81
2021-09-30,Peru,,1,7
2021-09-30,St. Lucia,,9,34
2021-09-30,Taiwan,,1,5
2021-09-30,Turkmenistan,,9,28
2021-09-30,United Arab Emirates,,4,10
2021-09-30,Uruguay,,2,
2021-09-30,Vanuatu,,2,1
2021-09-30,Zambia,,5,48
2021-09-30,American Samoa,,,5
2021-09-30,Antigua and Barbuda,,,9
2021-09-30,Australia,,,2
2021-09-30,"Bahamas, The",,,1
2021-09-30,Bulgaria,,,2
2021-09-30,Comoros,,,2
2021-09-30,Cyprus,,,1
2021-09-30,Cyprus (Northern part of),,,4
2021-09-30,East Timor,,,2
2021-09-30,Equatorial Guinea,,,9
2021-09-30,Fiji,,,2
2021-09-30,France,,,2
2021-09-30,Gabon,,,10
2021-09-30,Japan,,,6
2021-09-30,Laos,,,2
2021-09-30,Macedonia,,,11
2021-09-30,Maldives,,,1
2021-09-30,Paraguay,,,1
2021-09-30,Portugal,,,1
2021-09-30,Qatar,,,7
2021-09-30,San Marino,,,1
2021-09-30,Serbia,,,2
2021-09-30,Seychelles,,,1
2021-09-30,Surinam,,,1
2021-09-30,Swaziland,,,3
2021-09-30,Sweden,,,2
2021-12-31,Afghanistan,188,2351,2404
2021-12-31,Albania,282,2689,9132
2021-12-31,Algeria,45,174,310
2021-12-31,Angola,14,13,127
2021-12-31,Argentina,4,2,16
2021-12-31,Azerbaijan,6,19,46
2021-12-31,Bangladesh,246,545,2323
2021-12-31,Barbados,1,2,14
2021-12-31,Belarus,1,25,46
2021-12-31,Benin,1,1,27
2021-12-31,Bolivia,1,2,16
2021-12-31,Bosnia and Herzegovina,1,,2
2021-12-31,Botswana,3,15,87
2021-12-31,Brazil,13,72,188
2021-12-31,British overseas citizens,9,1,37
2021-12-31,Burma,6,36,45
2021-12-31,Burundi,1,9,9
2021-12-31,Cameroon,31,70,277
2021-12-31,Central African Republic,1,2,13
2021-12-31,Chad,3,147,132
2021-12-31,Chile,2,,8
2021-12-31,China,83,221,1996
2021-12-31,Colombia,8,1,49
2021-12-31,Congo,5,13,42
2021-12-31,Congo (Democratic Republic),35,31,159
2021-12-31,Costa Rica,1,1,5
2021-12-31,Cuba,1,2,13
2021-12-31,Dominican Republic,2,1,
2021-12-31,Ecuador,1,3,14
2021-12-31,Egypt,68,419,552
2021-12-31,El Salvador,110,830,1347
2021-12-31,Eritrea,32,3424,3033
2021-12-31,Ethiopia,91,614,618
2021-12-31,"Gambia, The",16,48,212
2021-12-31,Georgia,17,419,279
2021-12-31,Germany,1,,1
2021-12-31,Ghana,31,73,322
2021-12-31,Grenada,5,10,28
2021-12-31,Guinea,9,34,103
2021-12-31,Honduras,14,334,417
2021-12-31,Hong Kong,10,35,71
2021-12-31,India,153,680,1846
2021-12-31,Iran,225,8512,5017
2021-12-31,Iraq,716,6331,5021
2021-12-31,Ivory Coast,5,18,86
2021-12-31,Jamaica,17,17,167
2021-12-31,Jordan,16,33,83
2021-12-31,Kazakhstan,1,25,40
2021-12-31,Kenya,24,29,289
2021-12-31,Korea (North),4,,17
2021-12-31,Korea (South),1,,
2021-12-31,Kosovo,6,2,47
2021-12-31,Kuwait,12,641,409
2021-12-31,Kyrgyzstan,8,4,8
2021-12-31,Latvia,1,,1
2021-12-31,Lebanon,12,40,124
2021-12-31,Liberia,2,3,23
2021-12-31,Libya,12,215,629
2021-12-31,Lithuania,1,,2
2021-12-31,Macau,1,3,2
2021-12-31,Malawi,12,5,56
2021-12-31,Malaysia,32,46,339
2021-12-31,Mali,1,21,45
2021-12-31,Mauritius,7,19,80
2021-12-31,Mexico,2,32,41
2021-12-31,Mongolia,15,4,47
2021-12-31,Morocco,25,74,269
2021-12-31,Mozambique,1,,4
2021-12-31,Namibia,63,104,617
2021-12-31,Nepal,38,107,302
2021-12-31,Nicaragua,7,84,74
2021-12-31,Niger,1,15,8
2021-12-31,Nigeria,243,493,2265
2021-12-31,Occupied Palestinian Territories,36,183,329
2021-12-31,Oman,1,3,20
2021-12-31,Pakistan,333,593,3494
2021-12-31,Philippines,15,113,464
2021-12-31,Refugee,13,10,152
2021-12-31,Russia,37,144,523
2021-12-31,Rwanda,1,5,32
2021-12-31,Saudi Arabia,4,78,113
2021-12-31,Senegal,1,11,54
2021-12-31,Sierra Leone,26,45,238
2021-12-31,Singapore,1,,9
2021-12-31,Somalia,65,601,475
2021-12-31,South Africa,8,10,101
2021-12-31,Spain,1,,
2021-12-31,Sri Lanka,176,198,1217
2021-12-31,St. Vincent and the Grenadines,4,7,22
2021-12-31,Stateless,35,564,1250
2021-12-31,Sudan,35,1466,2076
2021-12-31,Sudan (South),3,55,77
2021-12-31,Syria,14,2791,1990
2021-12-31,Tanzania,9,6,76
2021-12-31,Thailand,5,15,95
2021-12-31,Togo,6,4,25
2021-12-31,Trinidad and Tobago,22,42,90
2021-12-31,Tunisia,3,28,75
2021-12-31,Turkey,84,341,1331
2021-12-31,Uganda,24,19,222
2021-12-31,Ukraine,65,38,163
2021-12-31,United States,4,26,91
2021-12-31,Uzbekistan,2,8,57
2021-12-31,Vietnam,141,595,3168
2021-12-31,Western Sahara,1,2,2
2021-12-31,Yemen,26,302,441
2021-12-31,Zimbabwe,96,25,321
2021-12-31,Andorra,,1,
2021-12-31,Antigua and Barbuda,,3,9
2021-12-31,Armenia,,4,6
2021-12-31,Bahrain,,2,4
2021-12-31,Belize,,1,3
2021-12-31,Bhutan,,1,1
2021-12-31,Burkina,,1,11
2021-12-31,Canada,,1,14
2021-12-31,Czech Republic,,2,
2021-12-31,Djibouti,,3,2
2021-12-31,Dominica,,4,21
2021-12-31,Greece,,3,1
2021-12-31,Guatemala,,11,15
2021-12-31,Guinea-Bissau,,1,7
2021-12-31,Guyana,,2,4
2021-12-31,Indonesia,,9,80
2021-12-31,Israel,,3,12
2021-12-31,Japan,,1,6
2021-12-31,Malta,,1,
2021-12-31,Mauritania,,2,5
2021-12-31,Moldova,,1,3
2021-12-31,New Zealand,,1,
2021-12-31,Other and unknown,,11,103
2021-12-31,Peru,,1,8
2021-12-31,Poland,,1,4
2021-12-31,Qatar,,4,7
2021-12-31,Romania,,4,7
2021-12-31,Seychelles,,1,1
